	1_clip	10_clip	11_clip	12_clip	13_clip	14_clip	15_clip	16_clip	17_clip	18_clip	19_clip	2_clip	20_clip	21_clip	22_clip	23_clip	24_clip	25_clip	26_clip	27_clip	28_clip	29_clip	3_clip	30_clip	31_clip	32_clip	33_clip	34_clip	35_clip	36_clip	37_clip	38_clip	39_clip	4_clip	40_clip	41_clip	42_clip	43_clip	44_clip	45_clip	46_clip	47_clip	5_clip	52_clip	53_clip	54_clip	55_clip	56_clip	57_clip	58_clip	59_clip	6_clip	60_clip	61_clip	62_clip	63_clip	64_clip	65_clip	66_clip	67_clip	7_clip	8_clip	9_clip
sq1451	1	0	1	0	0	2	0	0	1	2	1	2	0	3	4	0	0	2	1	0	0	2	2	3	1	0	2	5	0	0	5	0	0	0	0	5	0	0	1	7	0	0	6	4	0	0	1	5	2	1	0	0	0	0	1	0	1	2	2	3	0	0	0
sq1452	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	2	0	1	2	9	0	0	0	0	0	0	0	0	8	0	0	5	0	0	0	0	16	0	0	0	12	0	0	0	0	3	1	1	2	1	1	1	1	0	1	1	3	0	1	0	1	0
sq1453	0	0	0	2	0	0	0	5	0	0	0	0	3	0	0	0	7	0	0	0	6	1	0	3	2	4	0	0	1	1	0	0	1	2	0	0	1	5	0	0	0	5	0	0	0	1	2	1	2	1	1	0	1	1	4	1	0	2	2	2	0	7	0
sq1454	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	2	2	0	0	4	0	1	2	8	6	3	0	2	1	0	0	0	1	0	1	2	4	3	0	1	1	2	1	1	1	1	0	0	1	0
sq1455	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	8	3	0	0	2	3	0	0	0	21	0	0	0	2	0	2	1	1	5	0	1	2	2	2	2	4	1	2	0	3	0
sq1456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	3	2	1	0	1	0	0	0	8	2	0	0	0	5	0	0	2	11	3	3	1	0	1	0	1	3	5	4	2	1	1	1	0	2	0
sq1457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	14	11	8	0	0	3	13	10	0	1	15	4	0	0	0
sq1458	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	8	2	0	1	1	0	1	0	4	11	0	0	1	9	0	0	0	1	5	2	3	1	1	0	0	4	1	2	1	1	4	1	0	0	0
sq1459	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	4	0	0	0	0	6	0	0	0	15	0	0	0	0	1	2	2	3	8	0	2	4	1	3	0	4	1	0	0	2	0
sq1460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	3	2	0	1	1	0	0	1	9	4	8	2	7	0	1	2	1	0	0	0	3	6	0	1	3	1	2	0	0	1	1	0	0	0
sq1461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	21	0	0	0	26	0	0	0	0	0	0	0	3	3	0	0	4	8	2	0	6	3	0	0	0	0
sq1462	0	0	0	1	0	0	0	1	0	1	2	0	0	0	1	0	3	0	0	0	2	0	0	0	0	1	1	0	2	2	0	1	5	1	0	0	2	7	2	0	0	5	0	1	0	1	4	1	3	0	5	0	2	5	1	3	1	1	1	0	0	2	0
sq1463	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0	0	0	2	0	0	7	4	0	0	1	3	1	0	0	0	1	0	1	2	4	5	1	0	2	5	0	2	3	2	2	4	0	0	0
sq1464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	1	6	0	0	12	3	0	0	0	8	0	0	0	8	0	0	0	0	2	0	0	1	5	0	1	4	3	6	0	1	5	4	0	0	0
sq1465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	2	1	0	0	9	5	0	0	4	11	0	0	0	0	2	0	0	1	3	0	1	0	1	1	0	1	4	1	1	0	0	0	0
sq1466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	1	2	0	0	0	0	0	0	15	3	1	0	0	0	0
sq1467	4	8	5	1	12	3	1	0	0	1	0	3	3	2	3	1	1	1	0	1	0	0	7	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	1	0	10
sq1468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	11	0	1	1	1	1	0	3	8	0	1	1	1	3	1	0	1	0	0	0	3	0	3	0	0	4	7	2	4	2	0	0	2	0	0	0
sq1469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	6	2	0	4	6	0	1	0	2	9	2	0	2	2	0	0	1	0	1	1	0	2	1	0	2	2	3	3	0	1	0	2	0	0	0
sq1470	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	2	9	0	0	0	0	0	0	0	0	4	0	2	3	2	0	0	1	12	0	0	0	2	0	0	0	1	3	2	0	1	2	0	1	1	3	4	0	9	2	2	0	2	0
sq1471	0	0	0	2	0	0	0	2	0	0	0	0	1	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	6	0	1	9	1	0	0	1	6	0	1	0	4	0	0	0	0	4	2	0	1	8	0	0	1	5	2	1	2	2	1	0	3	0
sq1472	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	8	0	2	8	1	0	0	0	15	0	0	0	11	0	0	0	0	1	4	0	0	5	0	0	0	1	3	0	4	3	2	0	2	0
sq1473	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	5	0	1	5	1	0	0	1	10	0	0	0	7	0	0	0	0	1	4	0	2	3	0	0	3	2	3	0	4	3	2	0	3	0
sq1474	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	1	2	0	0	0	1	1	0	0	3	1	0	0	1	7	0	0	0	11	0	0	0	0	0	0	0	0	2	0	5	2	6	6	2	8	0	0	0	4	0
sq1475	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	1	0	0	0	3	8	2	0	0	1	0	2	3	6	2	6	0	0	8	0	1	0	1	1	0	1	1	1	1	1	3	2	1	1	2	2	4	1	0	0	0
sq1476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	2	0	1	4	2	0	0	0	9	0	0	0	15	0	0	0	0	1	1	2	1	7	0	4	6	1	5	1	0	2	4	0	1	0
sq1477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	6	3	0	0	0	17	0	0	1	19	0	0	0	0	0	0	1	0	2	0	2	1	2	4	0	2	0	1	0	3	0
sq1478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	10	0	0	3	8	0	0	0	8	0	0	0	11	0	0	0	0	0	0	0	0	4	0	3	3	8	3	2	4	5	1	0	3	0
sq1479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8	0	55	0	0	1	0	7	0	1	2	2	0	0	0
sq1480	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	1	1	3	0	3	0	0	0	4	0	0	0	3	0	1	5	2	0	1	0	2	0	5	1	1	5	3	3	0	2	0
sq1481	0	0	0	3	0	0	1	45	0	0	1	0	5	0	0	1	4	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	0
sq1482	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	12	7	1	0	1	0	0	2	2	2	2	1	1	1	2	0	0	0	0	0	2	1	3	1	1	0	1	3	3	2	6	1	2	0	0	1	0
sq1483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	1	0	1	0	0	0	2	3	0	0	13	1	0	0	1	6	0	0	0	11	0	0	0	0	0	0	3	0	5	0	3	3	4	0	1	2	2	2	0	2	0
sq1484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	2	1	0	0	0	2	0	0	2	16	0	0	0	23	0	0	0	0	0	0	0	1	4	0	1	2	4	5	0	2	2	5	0	0	0
sq1485	1	4	0	0	4	0	1	0	3	0	1	0	0	6	10	3	0	5	4	0	0	0	0	3	0	0	0	0	0	0	1	2	1	0	0	0	2	2	0	0	0	1	0	1	4	1	1	1	0	1	0	0	0	0	1	0	0	0	2	0	0	0	2
sq1486	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	3	4	2	1	0	2	0	0	1	1	4	2	0	1	1	2	0	0	1	1	0	5	4	4	0	0	3	2	0	1	2	3	2	1	0	1	0
sq1487	0	0	0	2	0	1	0	1	0	0	0	0	1	0	0	0	2	0	0	1	3	0	0	0	0	2	0	0	0	5	0	1	5	1	0	0	3	13	0	0	0	5	0	0	0	2	0	2	1	0	3	0	1	2	5	4	1	3	1	0	0	1	0
sq1488	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	1	0	0	0	3	2	0	0	7	0	0	0	0	11	0	0	0	8	0	0	0	0	0	3	1	1	9	0	2	4	4	2	2	2	2	1	0	0	0
sq1489	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	4	0	0	0	0	7	0	1	16	1	0	0	0	4	0	0	2	6	0	0	0	2	1	2	2	0	3	1	3	0	2	1	0	1	2	2	0	3	0
sq1490	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	2	0	0	0	11	0	0	0	9	0	0	0	2	1	0	1	0	3	0	1	5	5	4	3	3	0	0	0	1	0
sq1491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	56	1	0	0	0	1	7	0	0	0	0	6	0	0	0	1	0	0	0
sq1492	11	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	12	0	0	0	0	1	4	3	1	0	0	0	0	4	0	1	0	1	7	1	0	4	0	1	1	5	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0
sq1493	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	1	1	3	2	0	1	3	2	0	2	1	3	1	0	0	11	0	0	0	0	0	1	1	2	5	0	2	4	3	1	0	2	2	1	0	3	0
sq1494	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	6	2	0	0	0	10	0	0	0	23	0	0	0	0	1	0	1	2	4	0	2	2	4	1	0	0	0	1	0	2	0
sq1495	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	1	5	0	0	0	0	1	0	2	4	3	0	0	4	1	1	0	7	6	0	0	0	3	0	0	0	3	4	3	0	0	2	0	0	3	1	4	1	2	0	2	0	0	0
sq1496	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	1	1	4	7	3	3	1	1	1	0	2	5	4	0	2	1	3	0	0	2	1	3	3	0	2	0	0	2	0	2	0	1	4	3	2	0	0	0
sq1497	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	3	0	0	0	1	3	0	0	1	12	0	0	0	18	0	0	0	0	0	1	2	1	1	0	0	1	1	1	1	2	2	1	0	0	0
sq1498	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	3	0	0	6	2	0	0	3	6	0	0	1	6	0	0	0	0	1	2	1	0	3	0	1	2	2	1	0	3	0	0	0	0	0
sq1499	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	4	0	0	1	4	3	0	0	1	7	0	0	0	11	0	0	0	3	1	0	0	1	3	0	2	3	1	1	2	5	1	3	0	1	0
sq1500	5	3	1	1	2	2	3	0	1	0	4	0	2	0	1	1	6	0	0	3	1	0	0	0	0	1	3	4	1	0	0	1	0	1	2	0	0	2	0	1	3	0	0	0	3	2	0	1	0	1	1	0	0	0	0	0	2	2	1	1	0	2	0
sq1501	2	1	0	0	3	2	4	0	1	0	2	3	1	1	2	6	3	1	10	1	0	1	3	1	12	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	1
sq1502	0	2	1	1	1	1	0	0	1	1	0	0	0	1	1	1	0	1	2	0	0	0	1	0	0	0	3	1	3	1	2	4	0	0	0	1	5	5	0	0	1	0	2	2	1	1	3	1	2	0	1	0	1	0	2	0	1	3	0	2	0	0	1
sq1503	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	2	13	1	0	0	3	0	0	3	4	3	1	1	1	5	3	0	0	0	0	0	1	1	0	2	0	0	1	1	3	3	0	5	1	0	0	0
sq1504	0	0	0	1	1	0	0	0	0	0	1	1	1	0	1	2	0	1	0	0	2	0	0	0	0	0	5	5	0	1	1	4	0	0	1	4	1	1	2	0	3	0	1	0	0	2	1	4	0	4	2	0	0	4	2	1	1	2	2	1	1	1	0
sq1505	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	2	2	0	0	3	0	0	0	3	12	0	0	1	8	0	0	0	1	3	1	0	3	2	0	2	2	0	6	0	3	1	1	0	0	0
sq1506	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	4	6	0	0	1	2	0	0	4	3	3	0	1	0	5	1	0	0	0	0	0	4	4	5	2	1	0	0	0	1	2	3	6	3	1	0	1
sq1507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	9	9	0	0	12	1	0	0	3	9	0	0	1	9	0	0	0	0	0	0	1	0	7	0	1	1	1	1	1	1	0	1	0	0	0
sq1508	0	2	0	1	0	2	1	0	3	4	1	2	3	1	0	2	3	1	2	0	1	1	0	5	5	1	1	0	0	0	0	3	1	2	1	0	1	1	1	0	1	1	2	2	0	0	0	1	0	0	0	1	2	0	0	3	0	0	3	1	1	3	0
sq1509	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	1	2	0	1	0	1	0	0	0	0	0	4	5	2	2	0	0	0	1	1	1	4	2	0	1	6	0	3	0	0	2	1	1	0	1	3	0	1	4	2	3	1	1	2	1	0	0	0
sq1510	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	4	2	0	0	0	0	0	1	5	0	0	1	0	5	1	0	0	0	2	0	1	0	4	6	0	5	2	2	4	0	3	3	2	0	0	0
sq1511	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	1	0	8	3	0	1	3	2	0	0	6	8	0	0	1	1	0	0	0	0	2	2	4	0	4	0	3	1	1	1	1	6	4	2	0	0	0
sq1512	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	10	0	4	1	1	2	0	9	9	0	0	1	0	0	0	0	0	1	0	1	3	6	0	2	0	0	1	1	3	0	3	0	2	0
sq1513	3	0	0	0	1	1	0	6	3	5	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	4	0	0	2	0	0	0	2	2	0	0	1	0	2	2	17	3	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1514	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	4	5	0	7	4	2	0	0	0	1	8	0	0	0	0	0	5	5	4	0	0	0	2	0	0	0	2	0	0	0	3	3	0	2	0	0	0	2	2	1	1	1	0	1	0	0	0	2
sq1515	0	1	1	0	2	0	0	1	1	0	0	0	1	0	0	0	1	0	2	1	2	0	0	0	0	0	7	4	3	0	0	1	0	0	0	4	2	3	0	0	4	1	0	0	1	1	2	2	0	1	0	0	1	2	4	0	0	3	6	3	0	0	0
sq1516	0	0	0	3	0	0	0	7	0	1	0	0	0	0	0	1	2	0	0	3	5	0	0	0	0	2	0	0	2	6	0	1	1	2	0	0	3	4	0	0	0	6	0	0	0	2	1	1	2	0	1	0	0	1	1	2	0	2	1	1	0	5	0
sq1517	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	6	0	0	0	0	14	0	0	0	18	0	0	0	1	2	1	0	0	4	0	3	3	5	3	1	1	1	0	0	0	0
sq1518	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	4	0	0	0	0	0	0	0	0	3	0	2	6	3	0	0	0	12	0	0	0	7	0	0	0	0	3	0	2	0	5	0	2	1	1	0	0	3	5	0	0	1	0
sq1519	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	1	1	0	0	9	6	0	0	0	4	0	0	0	10	0	0	0	11	0	0	0	0	0	0	0	0	2	0	2	4	3	8	0	4	0	0	0	1	0
sq1520	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	3	0	0	0	0	0	4	0	11	1	0	5	2	1	0	6	2	3	0	0	4	1	0	0	2	2	1	2	1	0	1	0	0	0	2	2	1	2	3	3	0	2	0
sq1521	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	3	4	0	0	0	1	4	0	1	11	0	0	0	0	2	0	0	0	7	0	0	0	0	0	1	4	1	3	0	5	1	0	4	0	0	4	4	0	3	0
sq1522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	3	4	0	0	7	1	0	0	2	10	0	0	0	15	0	0	0	1	1	3	1	0	8	0	1	1	2	1	0	2	1	0	0	0	0
sq1523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	5	0	0	3	0	0	0	2	5	0	0	1	6	0	0	0	0	1	3	1	1	3	0	2	3	1	5	2	1	0	3	0	0	0
sq1524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	4	10	2	0	3	1	9	11	0	15	6	4	0	0	0
sq1525	0	1	0	0	0	0	0	0	2	0	0	0	0	1	3	2	0	0	8	1	0	1	0	1	1	2	3	2	2	0	0	0	0	0	0	4	4	8	0	1	3	0	5	0	0	0	0	0	0	0	0	1	0	1	0	2	1	0	1	0	0	0	0
sq1526	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	10	5	0	1	2	0	1	0	0	0	0	0	7	0	0	0	0	0	0	3	3	6	1	0	4	3	5	2	1	2	3	4	0	0	0
sq1527	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	3	0	0	2	2	0	0	7	5	0	0	0	2	0	0	0	0	0	0	0	0	2	0	4	3	4	1	0	1	1	0	0	0	0
sq1528	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	2	6	0	1	0	0	0	0	1	9	0	0	0	5	0	0	0	0	2	0	0	1	2	0	1	0	1	0	1	2	2	0	0	0	0
sq1529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	6	0	0	11	0	0	0	1	5	0	0	0	6	0	0	0	4	2	2	0	1	3	0	0	3	8	2	0	3	0	1	0	0	0
sq1530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	4	0	0	0	12	0	0	0	0	0	4	0	1	3	0	5	2	1	5	2	3	0	0	0	0	0
sq1531	2	0	3	3	0	0	2	1	0	0	1	2	0	0	0	0	1	2	0	0	0	0	2	0	0	0	3	1	5	0	0	2	1	0	0	2	3	1	0	0	1	2	1	0	0	1	5	1	0	1	1	0	0	0	7	0	0	1	4	1	0	0	0
sq1532	2	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	0	9	2	1	0	0	6	2	1	0	1	3	0	0	1	1	1	0	6	1	2	2	0	0	0	1	0	2	3	7	5	0	0	0
sq1533	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	8	0	1	2	0	0	0	4	12	0	0	0	7	0	0	0	0	0	1	0	3	0	0	0	1	2	4	1	7	1	2	0	0	0
sq1534	0	0	0	1	0	0	0	5	0	0	0	0	1	0	0	0	7	0	0	1	3	0	0	0	0	0	0	0	1	1	0	1	10	2	0	0	0	6	0	0	0	0	0	1	7	9	2	2	0	1	4	0	0	1	1	0	0	0	0	0	0	2	0
sq1535	0	0	0	1	2	0	0	2	0	1	1	0	1	2	1	2	1	0	0	1	0	0	1	0	0	0	0	1	2	0	0	1	0	1	0	1	1	0	0	0	1	7	3	3	5	3	2	1	1	1	0	3	2	0	3	0	2	1	2	2	1	1	0
sq1536	0	0	0	0	0	0	1	46	0	0	0	0	3	0	0	0	6	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0
sq1537	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	5	3	0	0	0	10	0	0	0	15	0	0	0	0	0	0	0	2	6	0	1	3	0	2	0	7	0	1	0	2	0
sq1538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	2	0	1	3	0	0	0	3	7	1	2	0	4	0	0	0	3	2	1	1	0	1	0	0	1	3	0	1	2	2	1	1	0	0
sq1539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	3	9	3	0	4	0	3	0	1	1	0	2	0	2	17	3	2	1	2	0	3	0	1	0	0	6	0	0	2	0	0	0	0
sq1540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	1	0	6	11	0	0	0	12	0	0	2	1	1	0	1	3	1	0	1	0	3	0	2	3	5	0	0	0	0
sq1541	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	3	0	0	0	1	0	0	0	6	0	0	0	0	0	0	3	4	0	0	0	0	4	0	0	0	10	0	0	0	0	0	5	2	2	4	0	1	2	0	2	0	3	2	3	0	1	0
sq1542	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	1	0	3	3	1	0	0	2	7	0	0	1	7	0	0	1	0	2	4	1	1	2	0	3	0	2	4	1	2	2	0	0	0	0
sq1543	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	6	3	0	0	0	6	0	0	0	1	2	1	0	0	0	0	2	2	6	3	2	2	2	2	0	0	0
sq1544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	3	2	9	2	1	3	1	1	1	5	11	2	0	0	4	0	0	0	0	0	1	1	5	0	0	0	1	2	0	0	3	3	2	1	1	0	0
sq1545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	9	0	0	0	0	10	0	0	0	20	0	0	0	0	0	1	0	0	2	0	0	3	3	6	0	0	1	1	0	0	0
sq1546	1	2	3	0	0	2	0	0	1	6	0	12	0	3	1	0	0	1	1	0	0	2	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3
sq1547	0	1	0	0	0	2	0	2	1	1	0	0	3	0	0	0	1	0	0	0	0	1	1	2	1	0	0	1	1	0	0	0	3	4	0	0	0	1	0	0	0	1	0	2	5	4	6	5	2	2	2	0	0	0	0	3	1	0	1	3	0	2	0
sq1548	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	1	0	2	2	2	3	0	0	2	4	0	0	2	10	0	0	0	3	0	1	1	1	3	1	0	2	2	1	0	0	2	0	1	4	2	2	0	0	0
sq1549	0	0	0	1	0	0	1	7	2	5	1	3	10	0	0	0	5	0	1	0	2	0	1	3	4	5	0	0	0	0	0	2	2	4	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0
sq1550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	8	4	0	0	0	8	0	0	0	2	0	0	0	0	1	2	0	2	9	0	4	2	6	4	0	3	1	4	0	0	0
sq1551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	6	1	1	1	1	0	0	0	2	21	0	0	0	7	0	0	0	0	0	1	1	0	2	0	1	4	3	0	0	1	6	5	0	0	0
sq1552	3	0	2	0	0	0	0	0	4	1	0	2	0	2	0	0	2	2	1	0	2	1	1	1	0	0	4	2	5	0	2	1	1	2	0	6	2	1	0	0	1	0	0	0	1	2	1	1	2	2	1	0	0	0	0	0	0	0	1	1	0	0	0
sq1553	1	3	0	0	0	0	0	2	0	1	1	1	0	0	0	1	0	1	1	2	0	0	0	2	0	0	4	1	3	0	1	0	1	0	0	1	6	1	0	5	0	2	0	1	3	0	0	2	3	0	0	1	1	1	0	0	0	0	1	1	2	2	1
sq1554	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	10	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	16	3	4	18	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
